age,cost_of_ad,device_type,gender,in_initial_launch_location,income,n_drivers,n_vehicles,prior_ins_tenure,outcome
20,0.003916878,other,M,1,38781,1,3,0,0
36,0.00508767,laptop,F,0,37714,1,2,0,0
36,0.004815696,Android,F,0,40852,2,2,2,0
16,0.004738169,other,F,1,49525,2,2,0,0
28,0.003782306,other,M,0,56233,1,3,5,0
33,0.00668638,iPhone,F,0,68855,1,2,1,0
22,0.004382144,laptop,F,0,51968,2,2,2,0
25,0.004105356,laptop,M,1,44940,1,3,0,0
40,0.004213497,laptop,M,0,65757,1,3,2,0
47,0.004148283,other,M,0,77293,2,3,13,0
21,0.004261949,laptop,F,1,48523,1,2,1,0
58,0.004098696,other,M,0,67642,1,1,4,0
58,0.003792485,laptop,M,0,62789,2,3,0,0
35,0.004888223,laptop,F,1,51021,1,1,7,0
43,0.004639806,desktop,F,1,67534,2,2,6,0
40,0.005020826,laptop,F,1,59771,1,1,7,0
54,0.005214109,laptop,F,0,82994,1,2,19,0
16,0.003985956,laptop,,1,29935,1,1,0,0
18,0.00426287,other,F,0,22963,2,2,1,0
56,0.005782029,iPhone,M,0,75442,1,2,5,0
55,0.004817724,desktop,F,0,84435,2,1,6,0
39,0.004407818,other,F,1,58877,2,3,9,0
21,0.005125742,laptop,F,0,55143,2,2,2,0
47,0.003934285,other,M,1,58197,2,2,5,0
19,0.003802268,Android,M,0,42266,1,3,1,0
46,0.004660844,other,F,1,85364,1,1,2,1
23,0.003758291,desktop,M,1,26464,2,1,2,0
23,0.00455715,other,F,1,37217,1,1,0,0
34,0.004580321,other,F,0,55594,1,3,4,0
60,0.003733528,Android,M,1,90437,2,2,20,0
33,0.003960012,laptop,,1,62340,1,2,8,0
53,0.004525968,desktop,M,0,62709,1,3,16,0
55,0.005281359,laptop,F,0,92532,2,1,11,0
59,0.003615556,Android,M,1,86359,2,3,12,0
21,0.004291567,laptop,F,1,27202,2,2,1,0
17,0.004847503,Android,F,0,52640,2,2,0,0
59,0.004070053,desktop,M,0,90690,2,2,13,0
27,0.004003395,desktop,M,0,44916,2,1,4,0
29,0.005284043,iPhone,M,0,44333,2,1,4,0
24,0.003902508,desktop,M,0,56734,1,2,4,0
44,0.004128122,other,M,0,44434,1,1,10,0
55,0.003581204,desktop,M,0,57751,2,2,17,0
46,0.005980395,iPhone,F,0,48090,2,1,15,0
29,0.004299893,desktop,F,1,41201,2,3,0,0
58,0.004522712,desktop,M,1,87564,2,2,17,0
53,0.006254882,iPhone,F,0,62471,2,1,8,0
38,0.005051122,iPhone,M,1,77921,2,3,4,0
29,0.005931052,iPhone,F,0,29476,1,3,1,0
48,0.006115082,iPhone,F,0,63655,1,1,2,0
47,0.003966497,Android,M,1,66536,1,3,8,0
57,0.004583336,desktop,F,0,93456,1,1,14,0
51,0.004716086,other,F,1,73252,2,2,9,0
28,0.00529234,iPhone,M,1,58145,1,3,5,0
30,0.00349779,desktop,M,1,43055,1,1,0,0
41,0.004934046,iPhone,M,0,62376,2,1,11,1
17,0.006065091,iPhone,F,1,24382,1,1,0,0
58,0.003992504,Android,M,1,73399,2,3,20,0
26,0.00656695,iPhone,F,1,34235,1,1,5,0
16,0.0047906,iPhone,M,0,55902,1,2,0,0
44,0.003742427,desktop,M,0,83600,2,3,2,0
16,0.00493893,Android,F,0,16241,2,3,0,0
52,0.003871972,desktop,M,0,79057,2,3,18,0
45,0.004109331,Android,M,1,79336,2,3,9,0
44,0.005085068,iPhone,M,0,82875,1,1,14,0
51,0.005302395,iPhone,M,1,86705,1,2,6,0
29,0.005674022,iPhone,M,0,31444,1,1,6,0
57,0.004759887,laptop,F,0,57095,1,2,12,0
24,0.004882333,laptop,F,0,56136,1,3,4,0
17,0.005008458,Android,F,0,18300,2,1,0,0
27,0.005257513,laptop,F,1,60517,2,2,0,0
16,0.004901788,iPhone,,1,33411,1,3,0,0
46,0.004687972,other,F,1,68975,1,2,0,0
38,0.005115717,other,F,1,40292,2,1,0,0
47,0.004077219,Android,M,1,63002,1,1,14,1
40,0.00604627,iPhone,F,1,57974,1,2,1,0
16,0.004955222,other,F,0,20103,2,2,0,0
31,0.004618708,desktop,F,0,67767,1,2,7,0
55,0.003805592,other,M,1,93415,1,1,16,0
27,0.003453051,other,M,1,27530,2,1,4,0
50,0.006641652,iPhone,F,1,68798,1,1,1,0
41,0.005266423,desktop,F,1,78187,2,3,5,0
32,0.005834924,iPhone,F,1,62357,1,1,8,0
55,0.004829462,laptop,F,1,88866,1,3,17,0
30,0.003875251,desktop,M,1,56989,2,3,1,1
60,0.006304038,iPhone,F,0,85530,1,2,20,0
40,0.005356349,Android,F,0,52034,2,1,12,0
37,0.004498308,Android,F,1,66534,1,2,10,0
30,0.003580551,desktop,M,1,60237,2,3,2,1
60,0.004198778,other,M,1,97949,1,2,11,0
33,0.004886057,iPhone,M,1,59309,2,1,3,1
48,0.004484745,desktop,F,1,68140,2,2,15,0
20,0.005616821,iPhone,,0,49832,1,2,2,0
19,0.004132501,desktop,M,0,47111,2,3,0,0
48,0.005543159,iPhone,M,0,74011,1,1,16,0
56,0.005195703,Android,F,0,91458,1,1,9,0
35,0.003627306,Android,M,1,46815,2,3,1,1
27,0.004519661,desktop,F,0,32396,2,3,4,0
51,0.004197556,other,M,0,60453,1,3,10,0
51,0.004916567,laptop,F,1,89047,2,2,6,0
36,0.00504486,other,F,1,55052,2,3,9,0
51,0.003844098,laptop,M,1,73911,2,1,16,0
44,0.005837732,iPhone,M,0,77993,2,1,11,1
49,0.00682851,iPhone,F,1,84210,2,1,15,0
32,0.005066694,other,F,1,57257,2,1,2,0
23,0.00453853,Android,F,0,49144,1,2,1,0
46,0.005441607,iPhone,M,1,47892,1,1,4,0
56,0.006981459,iPhone,F,1,72117,2,3,2,0
25,0.00641036,iPhone,F,1,43714,1,2,0,0
21,0.005060154,Android,F,1,43456,1,1,0,0
32,0.00386187,Android,M,1,46273,1,3,4,0
25,0.003376948,laptop,M,1,63537,1,1,4,0
18,0.005272199,iPhone,M,1,41581,1,1,0,0
55,0.005067153,Android,F,0,64983,1,3,9,0
38,0.004027018,other,M,0,69613,1,2,7,0
57,0.00396566,other,M,0,72183,2,2,4,0
55,0.005232188,iPhone,M,0,66351,1,2,9,0
34,0.004797945,laptop,F,0,40897,2,2,1,0
18,0.00480124,Android,F,1,18873,2,1,1,0
22,0.003892202,other,M,0,58898,1,2,0,0
34,0.004332336,desktop,M,0,46864,2,1,4,1
38,0.00485222,laptop,F,0,46040,1,1,7,0
49,0.004897556,Android,F,1,73125,1,3,2,0
43,0.004805665,Android,F,1,64234,2,2,4,0
40,0.006286168,iPhone,F,0,54928,2,3,5,0
56,0.004558172,laptop,,1,90641,1,2,2,0
46,0.003651119,other,M,0,64934,1,1,11,1
23,0.004666791,desktop,F,0,26408,1,1,3,1
34,0.005178485,laptop,F,1,71143,2,2,9,0
33,0.004555698,desktop,F,1,46744,1,3,0,0
46,0.005076089,laptop,F,0,56539,1,2,0,0
41,0.003619774,Android,M,1,80159,2,1,0,1
17,0.004553209,other,F,1,17807,2,2,0,0
25,0.003664191,Android,M,1,61565,1,1,1,0
38,0.003486875,laptop,M,1,60106,1,2,10,0
35,0.005188828,desktop,F,1,70774,2,2,8,0
36,0.004588068,Android,F,0,61715,1,3,2,0
29,0.003907686,other,M,0,60376,1,3,3,0
48,0.004876647,laptop,F,0,48675,1,2,1,0
22,0.004475238,desktop,F,0,30154,2,2,3,1
58,0.005176135,laptop,F,1,86421,2,3,3,0
46,0.004506139,desktop,F,0,49495,1,1,5,0
22,0.003793965,desktop,M,0,23487,1,2,2,1
48,0.005396957,laptop,F,1,73229,1,2,7,0
32,0.003933201,other,,1,32915,1,3,1,0
18,0.005919693,iPhone,F,0,29974,1,1,0,0
29,0.003623197,other,M,1,31433,2,2,3,0
24,0.003391637,laptop,,1,53116,1,1,4,0
42,0.00496677,other,F,1,72487,2,2,7,0
48,0.003690907,desktop,M,1,80941,1,1,8,0
47,0.005087246,other,F,0,55523,1,1,6,0
43,0.00419158,Android,M,1,81408,2,2,12,1
31,0.003318221,other,M,1,54463,1,2,7,0
29,0.003830879,desktop,M,0,65591,2,3,1,0
21,0.003903612,Android,M,1,44619,1,1,0,0
29,0.003583331,Android,M,1,65355,1,3,2,0
27,0.005216486,desktop,F,1,55933,2,2,0,0
35,0.003536917,desktop,M,0,47991,2,2,8,0
38,0.004024693,other,M,1,53157,1,3,5,0
39,0.003441745,laptop,M,0,67020,2,2,10,0
27,0.004191187,Android,M,1,42846,1,3,0,0
36,0.006749753,iPhone,F,0,56153,2,3,4,0
39,0.006204946,iPhone,F,1,50993,2,3,10,0
38,0.00452238,laptop,F,0,59876,1,1,9,0
30,0.005092321,other,F,0,66212,1,1,6,0
24,0.004836554,desktop,F,0,46032,1,3,1,1
20,0.004487038,other,F,0,39936,2,1,2,0
21,0.005893265,iPhone,F,1,22199,1,3,0,0
37,0.004216341,Android,M,1,75928,2,3,3,0
54,0.003894938,other,M,1,77522,1,2,17,0
24,0.004999044,laptop,F,1,41422,2,1,0,0
31,0.004150451,laptop,M,1,70457,2,1,6,0
45,0.005068293,desktop,F,0,76844,2,1,6,0
48,0.003825088,other,M,0,54304,1,2,1,0
57,0.006862478,iPhone,F,0,92541,2,2,9,0
21,0.003789825,Android,M,0,55991,2,3,1,0
17,0.003739209,laptop,M,1,20289,1,1,0,0
19,0.005057076,laptop,F,0,40235,2,2,0,0
28,0.005736531,iPhone,M,0,30043,1,1,6,0
44,0.004080109,Android,M,0,67950,2,3,13,0
28,0.004823101,other,F,1,58156,1,1,6,0
39,0.004587989,desktop,F,0,53994,2,3,11,0
20,0.005013349,desktop,F,1,24561,2,2,0,1
34,0.003513402,laptop,M,1,47475,2,2,9,0
26,0.004119836,Android,M,0,46742,1,2,5,0
21,0.003774096,laptop,M,0,49985,2,2,2,0
17,0.004492451,desktop,F,1,26202,1,2,0,0
18,0.004865675,Android,F,0,48465,2,2,0,0
50,0.005880911,iPhone,M,0,76789,1,3,7,0
60,0.005019452,other,F,1,61247,2,3,14,0
19,0.003767633,Android,M,1,32480,2,2,1,1
51,0.005149228,iPhone,M,0,61407,1,1,16,1
21,0.004894482,other,F,1,40079,1,1,2,0
33,0.003818461,laptop,M,1,47101,2,1,1,0
31,0.003431845,laptop,M,1,45728,2,1,5,0
18,0.004893943,Android,F,0,57693,2,3,0,0
23,0.004511042,Android,F,0,61775,2,3,2,0
50,0.004237444,desktop,M,0,58593,1,2,10,0
47,0.00353074,desktop,M,1,70186,2,3,5,0
54,0.005310422,desktop,F,0,81362,1,1,1,0
27,0.005559536,iPhone,M,0,49071,2,1,2,0
51,0.005333069,laptop,F,0,71761,2,1,16,0
44,0.00591642,iPhone,M,1,49624,1,1,6,1
29,0.004054354,laptop,M,0,29488,1,1,1,0
18,0.004935855,desktop,F,0,54951,2,2,0,1
53,0.005793648,iPhone,M,1,85650,2,1,9,1
17,0.004242255,Android,F,1,28439,1,1,0,0
38,0.004949679,Android,F,1,64175,2,1,1,0
22,0.004949573,laptop,F,1,59224,2,2,0,0
32,0.003846122,other,M,1,64561,1,2,4,0
25,0.004049266,laptop,M,0,50369,1,2,4,0
41,0.003848312,laptop,M,0,41874,1,3,0,0
55,0.005423249,desktop,F,0,65019,2,1,1,0
28,0.004465625,other,F,0,48773,2,2,3,0
42,0.005323077,Android,F,0,65288,1,2,4,0
17,0.004963042,Android,F,1,37751,2,2,0,0
55,0.004683355,other,F,0,75146,2,3,3,0
48,0.004981259,iPhone,M,0,58582,2,2,3,0
28,0.003581977,other,M,1,34957,1,3,0,0
27,0.00590374,iPhone,F,0,45884,1,1,0,1
18,0.004691037,laptop,F,1,32392,2,1,1,0
28,0.004291623,laptop,F,0,56248,1,2,3,0
17,0.004388409,desktop,F,0,30650,2,3,0,1
30,0.003448256,other,M,0,61015,1,1,5,0
19,0.005052107,desktop,F,1,51087,1,1,1,1
42,0.003654281,Android,M,0,68546,2,1,2,0
17,0.003204411,desktop,M,0,29380,2,3,0,1
58,0.004791181,laptop,F,0,84074,2,3,5,0
34,0.004412747,Android,F,0,58411,2,3,5,0
58,0.006152251,iPhone,F,1,95904,1,3,19,0
51,0.003979838,laptop,M,0,81694,1,1,2,0
17,0.004760724,other,F,0,46920,1,3,0,0
41,0.003532883,laptop,M,1,69629,2,3,6,0
21,0.005048152,Android,F,1,43645,2,2,0,0
39,0.004573694,other,F,1,73597,1,2,9,0
50,0.005283518,laptop,F,0,50925,1,1,16,1
27,0.003594736,Android,M,1,39400,2,2,3,1
40,0.004483802,desktop,F,1,77417,2,1,10,0
22,0.004275381,Android,F,0,42387,2,2,3,0
32,0.00495359,Android,F,1,36404,2,2,3,0
52,0.004276698,other,M,0,62032,1,1,3,0
32,0.003352542,other,M,1,61458,1,1,3,0
57,0.004434161,desktop,M,0,96756,2,3,6,0
21,0.004763005,other,F,0,44011,1,1,0,0
25,0.004179747,desktop,M,1,44397,1,3,3,0
26,0.004431322,laptop,F,0,40220,2,1,0,0
46,0.005814193,iPhone,M,1,74997,1,2,0,0
50,0.004138479,Android,M,0,59513,2,2,12,0
44,0.004918811,laptop,F,1,51600,1,3,3,0
51,0.003763151,other,M,1,84319,2,1,5,0
40,0.00408619,other,M,1,63078,1,1,7,0
41,0.006134496,iPhone,F,0,44478,2,2,0,0
23,0.005630208,iPhone,M,1,30096,1,1,0,0
22,0.003875839,desktop,M,1,57661,2,1,3,1
46,0.004578018,laptop,F,0,54891,2,2,11,0
59,0.005655102,iPhone,M,1,74857,1,3,15,0
46,0.003589687,other,M,0,73717,1,3,3,0
36,0.005016564,other,F,0,61924,2,1,9,0
47,0.004875119,desktop,F,1,50329,2,2,12,0
51,0.00485124,Android,F,1,69800,2,3,4,0
33,0.005818922,iPhone,M,1,69635,2,2,6,1
34,0.005231761,other,F,1,66339,1,1,2,0
42,0.005257963,Android,F,1,62710,1,1,2,0
21,0.006089854,iPhone,F,1,30916,1,3,0,0
50,0.004714595,laptop,F,0,75615,2,3,0,0
36,0.003727271,other,M,1,54935,2,2,0,1
40,0.004606003,Android,F,0,51978,1,2,4,0
55,0.004899233,desktop,F,0,63894,2,3,10,0
29,0.004907414,iPhone,M,1,55410,2,1,4,1
27,0.00473724,desktop,F,0,59864,2,1,2,0
25,0.004318588,Android,F,1,36167,2,1,0,0
40,0.004302318,other,,0,55801,2,2,3,0
27,0.004704732,desktop,F,0,41625,2,1,5,0
55,0.004414868,Android,M,1,66061,2,1,0,1
28,0.006409987,iPhone,F,0,61855,2,3,2,0
59,0.006398017,iPhone,F,1,92821,2,3,6,0
19,0.004516892,other,F,1,39762,1,2,0,0
43,0.005341273,desktop,F,0,64190,2,1,7,0
23,0.00348978,Android,M,0,59469,1,2,2,1
39,0.004315569,Android,M,0,68346,1,1,1,1
51,0.005033268,laptop,F,1,52440,2,1,8,1
33,0.004841124,other,F,1,43100,1,2,7,0
55,0.005498312,desktop,F,0,56596,2,2,0,0
59,0.005131848,desktop,F,1,98421,2,2,15,0
46,0.005207794,laptop,F,0,75492,1,2,10,0
25,0.003898658,desktop,M,1,35805,1,2,2,0
60,0.003926,laptop,M,0,99601,1,1,21,0
56,0.004136543,desktop,M,1,79899,1,1,3,0
35,0.006818292,iPhone,F,1,65999,1,1,1,0
58,0.005046944,other,F,1,64636,2,1,1,1
17,0.003231458,Android,M,1,47636,1,3,0,0
23,0.005149273,laptop,F,0,45229,1,2,3,0
32,0.004375576,other,F,0,69481,2,2,6,0
35,0.003745558,laptop,M,1,45901,1,1,9,0
23,0.004040366,desktop,M,0,50180,2,2,3,0
48,0.0049003,other,F,0,66293,1,3,10,0
16,0.004676081,Android,F,1,44642,2,3,0,0
40,0.004646861,Android,F,1,55127,1,2,9,0
50,0.003505013,Android,M,1,53953,2,3,17,0
27,0.004471359,other,F,0,50795,2,3,3,0
47,0.003734173,laptop,M,1,78036,2,3,4,0
29,0.005077544,iPhone,M,0,44764,1,2,5,0
31,0.005177446,other,F,1,56719,1,1,2,0
42,0.005562841,iPhone,M,1,67085,2,2,1,0
22,0.004347547,other,F,0,37409,2,3,1,0
41,0.006433488,iPhone,F,1,59419,2,1,8,0
23,0.004710914,Android,F,1,44297,1,1,1,0
49,0.006626947,iPhone,F,0,52398,1,2,13,0
30,0.004471923,laptop,F,0,47809,1,3,5,0
41,0.003465129,laptop,,0,44486,1,3,6,0
47,0.004355002,Android,M,1,53422,1,3,12,0
45,0.004563135,desktop,F,0,49743,1,1,5,1
35,0.003361991,laptop,M,1,42368,2,2,8,0
27,0.003492355,Android,M,0,58902,1,1,0,0
26,0.004519909,Android,F,0,35349,2,2,0,0
42,0.005404388,desktop,F,1,42421,1,2,4,0
31,0.003684403,Android,M,1,69262,1,3,1,0
45,0.003821118,other,M,0,47621,1,2,4,0
21,0.004775367,Android,F,0,36270,1,1,0,0
29,0.004109201,laptop,M,0,43450,1,2,1,0
42,0.005895624,iPhone,M,1,69207,2,1,9,1
60,0.004887187,Android,F,0,66125,2,3,17,0
24,0.004788877,iPhone,M,0,50575,2,1,2,0
29,0.005260493,Android,F,0,60459,2,2,4,0
24,0.003294251,Android,M,1,54612,2,1,1,1
60,0.00515883,laptop,F,1,61059,2,3,17,0
48,0.004095859,laptop,M,1,62670,2,1,15,0
29,0.004876343,laptop,F,1,67984,1,3,5,0
37,0.00603345,iPhone,F,1,57737,1,1,3,0
19,0.003822338,desktop,M,1,53661,1,3,1,0
31,0.006495437,iPhone,F,0,44035,1,1,6,0
58,0.005824312,iPhone,M,1,66804,1,3,21,0
54,0.004937941,desktop,F,0,84462,1,2,3,0
51,0.004921773,desktop,F,1,55631,1,3,0,1
18,0.004295377,laptop,F,1,26480,1,1,1,0
49,0.004569917,Android,F,0,87538,1,2,16,0
35,0.005662589,iPhone,M,0,44610,1,1,6,1
32,0.004051515,desktop,M,1,59498,2,1,6,1
58,0.00532196,laptop,F,0,90406,1,2,11,0
37,0.003446932,desktop,M,1,51556,1,3,4,1
30,0.003434186,desktop,M,0,69617,1,3,3,0
49,0.004767326,Android,F,0,64873,1,1,12,0
46,0.004222818,Android,M,0,84942,1,2,3,0
30,0.004805464,iPhone,M,0,43054,2,2,7,0
46,0.003985025,desktop,M,0,64797,2,3,12,0
18,0.00388944,Android,M,0,46278,1,3,0,0
56,0.004705977,other,F,1,88242,2,3,2,0
47,0.005106149,laptop,F,1,60315,1,1,4,0
36,0.003556163,Android,M,1,74443,2,2,4,1
17,0.00335241,laptop,M,0,53717,2,3,0,0
16,0.004861361,iPhone,M,0,36273,1,1,0,0
33,0.004123648,other,M,1,71894,2,2,0,0
57,0.004501975,laptop,M,0,60478,2,2,17,0
34,0.005190644,other,F,1,60740,2,1,4,0
20,0.004182495,other,M,1,35194,1,2,0,0
16,0.003426829,Android,M,0,51150,1,3,0,1
34,0.004481605,other,F,1,67755,1,2,2,0
50,0.005491413,laptop,F,0,51974,2,1,8,0
16,0.004757182,other,F,0,47069,2,1,0,0
30,0.005135085,Android,F,1,40018,2,2,2,1
23,0.003662459,laptop,M,1,55770,2,3,1,0
47,0.004437576,Android,M,1,75342,1,3,10,0
28,0.005095862,iPhone,M,1,33566,1,2,5,0
59,0.004658743,other,F,1,94844,2,1,9,0
45,0.003756762,desktop,M,1,69179,1,3,1,1
45,0.004926746,Android,F,1,60406,1,1,7,0
52,0.004688081,desktop,F,1,66597,1,3,0,0
49,0.004968642,other,F,1,53447,1,3,12,0
31,0.005030184,Android,F,0,55136,1,3,1,0
39,0.006592668,iPhone,F,1,54891,1,1,2,0
41,0.004033144,Android,M,0,66776,2,1,2,0
49,0.003762565,laptop,M,0,57915,1,1,2,0
29,0.003368623,laptop,M,1,56405,1,3,5,0
49,0.004840209,other,F,1,82489,2,2,14,0
28,0.00376007,laptop,M,0,47088,1,1,4,0
44,0.004166157,other,M,0,82606,2,2,3,0
19,0.003402376,other,M,0,53212,1,1,0,0
26,0.00604901,iPhone,F,1,64686,1,2,3,0
46,0.004328423,desktop,M,1,69620,2,1,3,1
44,0.004582247,desktop,F,1,47987,2,3,14,0
48,0.005055134,laptop,F,1,53633,2,2,4,0
23,0.004781823,other,F,1,28792,2,1,3,0
55,0.003744718,Android,M,0,59036,2,3,7,0
38,0.004575923,Android,F,0,61635,2,2,9,0
44,0.005148585,other,F,0,71370,2,1,0,0
34,0.006648934,iPhone,F,0,66231,1,1,9,0
55,0.005256159,other,F,1,80503,1,2,1,0
17,0.004805762,iPhone,,0,31677,1,3,0,0
29,0.004010752,Android,M,0,61373,2,1,1,0
32,0.004710198,Android,F,1,41011,2,1,0,0
35,0.003600899,other,M,0,45832,1,1,8,0
53,0.006308361,iPhone,F,1,62378,1,1,15,0
50,0.004295449,desktop,M,1,53552,2,1,12,1
53,0.004159993,desktop,M,0,76147,1,3,3,0
45,0.003650065,laptop,M,0,69272,1,3,6,0
37,0.003431967,Android,M,1,47150,1,3,10,0
55,0.00520051,Android,F,0,64883,1,3,8,0
56,0.003612825,Android,M,1,56954,1,1,17,1
42,0.004078028,desktop,,1,71286,2,3,5,0
53,0.005135089,Android,F,0,70426,1,3,12,0
26,0.003970437,laptop,M,1,38108,2,1,0,1
40,0.004679643,Android,F,0,66399,1,1,7,0
26,0.004438319,Android,F,1,62855,2,3,5,0
50,0.00682219,iPhone,F,0,55398,1,3,11,0
40,0.003557221,other,M,1,68766,1,3,2,0
45,0.00500689,other,F,0,46455,1,1,11,0
43,0.004840427,laptop,F,0,47856,1,1,3,0
19,0.004939552,Android,F,0,19649,1,3,1,1
29,0.003404164,other,M,1,60990,2,1,5,0
47,0.00373176,laptop,M,1,48444,1,2,9,0
17,0.004663617,laptop,F,1,36471,1,1,0,0
49,0.005192548,laptop,F,1,49898,2,1,7,0
20,0.004444008,laptop,F,0,41259,2,1,0,0
36,0.004112505,laptop,M,1,58720,1,1,0,0
55,0.00372353,other,M,0,69548,1,1,11,0
27,0.004469018,desktop,F,1,64630,2,1,2,1
31,0.006456536,iPhone,F,1,51995,2,1,2,0
24,0.004188173,desktop,M,1,31361,2,2,4,1
29,0.004876279,other,F,0,42565,2,1,6,0
27,0.00365848,other,M,0,29478,1,3,4,0
29,0.006214275,iPhone,F,1,62229,1,2,4,0
60,0.00421387,Android,M,0,60551,1,1,7,0
41,0.003907942,other,M,0,42512,2,3,5,0
30,0.004661783,laptop,F,0,60108,2,3,7,0
29,0.004285859,desktop,M,1,49650,2,3,6,0
57,0.00442137,Android,,0,69917,1,1,7,0
36,0.004979178,Android,F,0,69917,2,2,3,0
26,0.00426478,desktop,F,1,61630,2,2,3,0
41,0.005220574,laptop,F,1,67650,2,2,10,0
51,0.003620146,other,M,1,71710,1,3,11,0
46,0.004515986,desktop,F,0,73595,1,3,6,0
30,0.005010758,Android,F,1,56839,2,1,5,0
22,0.004638062,Android,F,1,57264,1,2,1,0
35,0.003505422,desktop,M,1,46149,2,1,8,1
38,0.004051299,desktop,,0,45148,1,2,0,0
52,0.004621758,Android,F,0,87570,1,2,5,0
35,0.004050265,laptop,M,1,61013,1,3,0,0
37,0.006578929,iPhone,F,1,56116,2,1,3,0
38,0.003797676,laptop,M,1,70380,2,2,4,0
24,0.004389023,Android,F,1,32715,2,3,3,0
39,0.004817884,other,F,0,48172,1,1,0,0
35,0.004526766,other,F,1,73279,2,2,1,0
24,0.004072929,other,M,1,46752,1,2,2,0
58,0.005269439,iPhone,M,1,97089,2,3,21,0
40,0.004602829,desktop,F,1,63478,1,2,2,0
27,0.004920366,laptop,F,0,64644,1,3,1,0
50,0.005134742,other,F,1,79756,1,3,7,0
46,0.004322863,desktop,M,1,55350,1,1,12,0
46,0.005096522,other,F,0,65624,2,1,10,0
19,0.004274749,Android,F,1,36929,2,3,0,0
27,0.004594218,other,F,0,62599,2,2,5,0
40,0.00486058,desktop,F,1,57415,1,2,12,0
16,0.004784058,iPhone,M,1,16812,1,2,0,0
42,0.003928343,other,M,0,73484,2,2,4,0
44,0.00514761,other,F,0,74729,1,1,8,0
39,0.003737549,other,M,1,66084,2,2,2,0
55,0.004239457,Android,M,0,87549,2,3,2,0
32,0.003885104,other,M,0,66438,2,2,4,0
41,0.004966543,desktop,F,0,42138,2,3,0,0
32,0.003321885,laptop,M,1,38949,2,1,5,0
42,0.005178686,other,F,1,59388,2,1,3,0
39,0.003477649,other,,0,57401,1,1,3,0
25,0.004495751,desktop,F,1,32958,1,2,4,0
19,0.005171145,desktop,F,1,54400,1,1,0,0
38,0.004397814,desktop,F,0,65378,2,2,11,0
26,0.004645948,Android,F,1,59616,2,3,5,0
49,0.005024729,other,F,1,84128,1,1,9,0
48,0.006955689,iPhone,F,0,70852,1,3,4,0
43,0.006740379,iPhone,F,1,55414,1,2,5,0
34,0.005306056,iPhone,M,0,56551,1,1,1,0
23,0.003419616,Android,M,1,32921,2,1,3,1
16,0.004230009,laptop,F,1,45112,1,2,0,0
20,0.003446783,Android,M,0,48582,1,3,1,0
34,0.005121714,laptop,F,1,70329,2,2,8,0
36,0.005330061,other,F,1,63894,2,3,0,0
30,0.005214202,other,F,1,31113,2,3,7,0
27,0.004470411,other,F,0,44022,2,3,3,0
42,0.00378006,other,M,1,54142,1,3,12,0
23,0.004815204,desktop,F,1,61356,2,2,1,1
16,0.004029356,desktop,M,0,32078,1,1,0,0
53,0.005248962,laptop,F,0,82373,1,1,0,0
52,0.003556414,Android,M,1,91371,1,3,6,0
59,0.00440119,desktop,M,0,70534,2,2,14,0
54,0.004085285,Android,M,1,78410,1,1,1,1
56,0.005730208,iPhone,M,0,82200,1,3,8,0
53,0.003710649,laptop,,1,72039,1,3,15,0
36,0.004464289,desktop,F,1,44590,1,2,10,0
36,0.006076098,iPhone,F,0,41936,1,3,2,0
18,0.003577269,laptop,M,0,26953,1,3,0,0
27,0.003462013,desktop,M,0,45857,2,2,4,0
22,0.003763116,other,M,1,58548,2,2,3,0
31,0.004183766,desktop,M,1,50170,1,2,4,0
40,0.00488867,Android,F,0,58658,1,2,3,0
43,0.005167133,other,F,0,78721,2,1,0,0
54,0.004591753,desktop,F,1,55757,2,2,11,0
28,0.004751414,desktop,F,1,30210,2,2,6,0
23,0.00356092,desktop,M,1,39055,1,1,2,0
21,0.004101293,laptop,M,0,38101,1,2,2,0
53,0.006748649,iPhone,F,1,56841,1,3,3,0
50,0.0051096,laptop,F,0,71200,2,2,16,0
56,0.005340836,laptop,F,0,63718,1,3,4,0
45,0.003711641,desktop,M,1,60455,2,3,8,0
49,0.004609077,Android,F,1,74966,2,1,2,0
57,0.004897006,desktop,F,0,72539,2,1,0,0
18,0.004877783,laptop,F,0,24322,2,3,0,0
32,0.003621206,other,M,0,47165,2,3,0,0
58,0.004063286,laptop,M,1,70523,1,1,12,0
35,0.005491671,iPhone,M,1,37834,2,2,5,0
32,0.004057425,desktop,M,1,69624,1,2,8,0
50,0.003892799,laptop,M,0,54912,2,3,0,0
32,0.004803372,desktop,F,1,55692,2,1,2,0
23,0.003515447,Android,M,0,35606,1,2,0,0
50,0.00426569,other,M,1,56974,2,2,3,1
23,0.004911622,desktop,F,1,29008,2,2,3,0
42,0.004820787,desktop,F,0,66008,2,2,8,0
21,0.004269001,Android,F,0,24789,1,1,0,0
28,0.005415103,iPhone,M,1,35251,2,3,1,0
35,0.004446596,other,F,0,67833,1,1,9,0
39,0.005556004,iPhone,M,1,68081,1,3,10,0
49,0.005378604,laptop,F,1,74568,2,1,1,0
55,0.005361204,Android,F,1,87256,1,3,2,0
56,0.005240622,desktop,F,0,62053,2,3,2,0
48,0.004145295,laptop,M,0,66261,1,2,6,0
21,0.004957787,laptop,F,0,55409,1,1,2,0
26,0.005181297,Android,F,0,46977,2,2,0,0
34,0.005042382,desktop,F,0,72623,1,1,5,0
57,0.003753498,Android,M,1,96961,1,1,6,0
